file_path,TUPLE3,REDUCE,SHORT_BINUNICODE,BUILD,NONE,EMPTY_LIST,BINFLOAT,LONG_BINPUT,SETITEM,APPENDS,BININT2,LONG1,MARK,MEMOIZE,BINGET,LONG_BINGET,BININT1,EMPTY_DICT,STACK_GLOBAL,SETITEMS,PROTO,BININT,TUPLE2,NEWFALSE,TUPLE,EMPTY_TUPLE,APPEND,NEWTRUE,GLOBAL,FRAME,BINPUT,TUPLE1,STOP,BINUNICODE,BINPERSID
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/stefan-it__german-gpt2-larger/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1419,153,0,385,0,372,0,861,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,502,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/llmware__slim-sa-ner/pytorch_model/data.pkl.trace.txt,0,714,0,1,0,0,0,3865,455,0,938,0,714,0,1422,453,1166,455,0,2,1,226,452,356,712,358,0,0,3,0,256,260,1,1525,356
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/openbmb__MiniCPM-2B-sft-bf16/pytorch_model/data.pkl.trace.txt,0,725,0,0,0,0,0,2646,0,0,1004,0,725,0,1806,0,724,0,0,1,1,282,562,362,724,363,0,0,3,0,256,162,1,726,362
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/baichuan-inc__Baichuan-7B/model.110/data.pkl.trace.txt,0,520,0,1,0,0,0,2380,391,0,551,388,520,0,1518,389,746,391,0,2,1,65,324,259,518,261,0,0,3,0,256,194,1,686,259
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/abeja__gpt-neox-japanese-2.7b/archive/data.pkl.trace.txt,0,588,0,1,0,0,0,2878,391,0,652,0,588,0,1462,389,1040,391,0,2,1,130,260,293,586,295,0,0,3,0,256,326,1,980,293
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/AdamG012__chat-opt-1.3b-rlhf-actor-ema-deepspeed/archive/data.pkl.trace.txt,0,780,0,1,0,0,0,3797,273,0,925,0,780,0,1555,271,1050,273,0,2,1,147,294,389,778,391,0,0,3,0,256,484,1,1441,389
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/mrm8488__mamba-coder/pytorch_model/data.pkl.trace.txt,128,1288,0,1,0,0,0,6704,583,0,1288,0,1288,0,2570,581,2444,583,0,2,1,322,644,643,1286,645,0,0,4,0,256,514,1,2513,643
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/ml6team__gpt2-small-dutch-finetune-oscar/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1419,153,0,385,0,372,0,861,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,502,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/McGill-NLP__Llama-3-8B-Web/pytorch_model_fsdp/data.pkl.trace.txt,0,584,0,1,0,0,0,3641,779,0,806,0,875,0,2322,486,1069,779,0,2,1,228,452,291,873,293,0,291,5,0,256,130,1,1074,291
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/UnfilteredAI__DAN-Qwen3-1.7B/pytorch_model/data.pkl.trace.txt,0,620,0,0,0,0,0,2539,0,0,704,0,621,0,1236,0,732,1,0,1,1,198,394,310,620,310,0,0,3,0,256,226,1,931,310
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/PygmalionAI__pygmalion-1.3b/pytorch_model/data.pkl.trace.txt,0,728,0,0,0,0,0,2615,0,0,754,0,777,0,1814,0,824,1,0,1,1,170,196,364,776,412,0,0,4,0,256,436,1,730,364
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Yuang__unilm-base-chinese-news-sum/archive/data.pkl.trace.txt,0,414,0,0,0,0,0,1611,0,0,493,0,415,0,824,1,416,1,0,1,1,77,158,207,414,207,0,0,4,0,256,256,1,620,207
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/minhtoan__gpt3-small-finetune-cnndaily-news/archive/data.pkl.trace.txt,0,368,0,0,0,0,0,1382,0,0,430,0,393,0,731,0,392,1,0,1,1,110,148,184,392,208,0,0,4,0,256,172,1,553,184
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/cenkersisman__gpt2-turkish-900m/pytorch_model/data.pkl.trace.txt,0,298,0,0,0,0,0,941,0,0,349,0,299,0,741,0,298,1,0,1,1,51,102,149,298,149,0,0,3,0,256,196,1,299,149
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/openbmb__MiniCPM-2B-dpo-bf16/pytorch_model/data.pkl.trace.txt,0,725,0,0,0,0,0,2646,0,0,1004,0,725,0,1806,0,724,0,0,1,1,282,562,362,724,363,0,0,3,0,256,162,1,726,362
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/microsoft__BioGPT-Large-PubMedQA/pytorch_model/data.pkl.trace.txt,0,1546,0,0,0,0,0,5933,0,0,1837,0,1547,0,3861,0,1546,1,0,1,1,291,582,773,1546,773,0,0,3,0,256,964,1,1547,773
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Gustavosta__MagicPrompt-Stable-Diffusion/archive/data.pkl.trace.txt,0,346,0,0,0,0,0,1282,0,0,385,0,371,0,688,0,370,1,0,1,1,87,102,173,370,197,0,0,4,0,256,196,1,519,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/jploski__falcon40b-mini-shakespeare/pytorch_model/data.pkl.trace.txt,0,72,0,0,0,0,0,72,0,0,90,0,73,0,141,0,72,1,0,1,1,18,36,36,72,36,0,0,3,0,256,36,1,108,36
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/qgyd2021__chinese_porn_novel/pytorch_model/data.pkl.trace.txt,0,298,0,0,0,0,0,1089,0,0,349,0,299,0,593,0,298,1,0,1,1,51,102,149,298,149,0,0,3,0,256,196,1,447,149
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/internlm__internlm2_5-1_8b/pytorch_model/data.pkl.trace.txt,0,342,0,0,0,0,0,1118,0,0,462,0,343,0,850,0,342,1,0,1,1,124,244,171,342,171,0,0,3,0,256,98,1,344,171
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/FredZhang7__anime-anything-promptgen-v2/archive/data.pkl.trace.txt,0,178,0,0,0,0,0,538,0,0,199,0,191,0,352,0,190,1,0,1,1,45,54,89,190,101,0,0,4,0,256,100,1,267,89
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/egonrp__gpt2-medium-wikiwriter-squadv11-portuguese/pytorch_model/data.pkl.trace.txt,0,682,0,0,0,0,0,2770,0,0,757,0,731,0,1360,0,730,1,0,1,1,171,198,341,730,389,0,0,4,0,256,388,1,1023,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/ai-forever__mGPT-1.3B-kazakh/archive/data.pkl.trace.txt,0,684,0,1,0,0,0,3026,297,0,755,0,732,0,1702,295,1026,297,0,2,1,173,198,341,730,391,0,0,4,0,256,388,1,981,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/flax-community__gpt2-base-thai/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1418,153,0,385,0,372,0,862,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,501,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/arun-shankar__GPT2-RLHF-covid/archive/data.pkl.trace.txt,0,346,0,0,0,0,0,1111,0,0,385,0,371,0,859,0,370,1,0,1,1,87,102,173,370,197,0,0,4,0,256,196,1,348,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/QuixiAI__samantha-phi/pytorch_model/data.pkl.trace.txt,0,538,0,0,0,0,0,1902,0,0,588,0,539,0,1340,0,586,1,0,1,1,98,196,269,538,269,0,0,3,0,256,342,1,540,269
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/lightblue__karasu-1.1B/pytorch_model/data.pkl.trace.txt,0,446,0,0,0,0,0,1534,0,0,558,0,447,0,1110,0,490,1,0,1,1,156,312,223,446,223,0,0,3,0,256,134,1,448,223
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Q-bert__Mamba-3B/pytorch_model/data.pkl.trace.txt,128,1286,0,0,0,0,0,4252,0,0,967,795,1287,0,3852,0,1221,1,0,1,1,489,644,643,1286,643,0,0,3,0,256,514,1,646,643
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/somosnlp-hackathon-2022__gpt2-small-spanish-disco-poetry/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1614,165,0,385,0,372,0,690,163,534,165,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,685,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/huggingtweets__porns_xx/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1590,153,0,385,0,372,0,690,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,673,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/iliemihai__GPT-JT-6B-v1-8bit/model/data.pkl.trace.txt,0,1364,0,1,0,0,0,5776,400,0,1504,0,1420,0,3570,398,1817,400,0,2,1,254,340,681,1418,739,0,0,4,0,256,910,1,1596,681
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/fireballoon__baichuan-llama-7b/pytorch_model/data.pkl.trace.txt,0,647,0,0,0,0,0,2044,0,0,743,496,647,0,1901,0,420,0,0,1,1,85,452,323,646,324,0,0,3,0,256,194,1,358,323
